Domain Code,Domain,Area Code,Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
"SL","Livestock Primary","67","Finland","5510","Production","21121","Meat, chicken","2018","2018","tonnes","127156","","Official data"
"SL","Livestock Primary","67","Finland","5610","Import Quantity","21121","Meat, chicken","2018","2018","tonnes","5155","","Official data"
"SL","Livestock Primary","67","Finland","5910","Export Quantity","21121","Meat, chicken","2018","2018","tonnes","10264","","Official data"
"SL","Livestock Primary","67","Finland","674","Protein supply quantity (g/capita/day)","21121","Meat, chicken","2018","2018","g/capita/day","7","Fc","Calculated data"
"SL","Livestock Primary","68","France","5510","Production","21121","Meat, chicken","2018","2018","tonnes","1169945","","Official data"
"SL","Livestock Primary","68","France","5610","Import Quantity","21121","Meat, chicken","2018","2018","tonnes","383588","","Official data"
"SL","Livestock Primary","68","France","5910","Export Quantity","21121","Meat, chicken","2018","2018","tonnes","280923","","Official data"
"SL","Livestock Primary","70","French Polynesia","5510","Production","21121","Meat, chicken","2018","2018","tonnes","694","Im","FAO data based on imputation methodology"
"SL","Livestock Primary","70","French Polynesia","5610","Import Quantity","21121","Meat, chicken","2018","2018","tonnes","15293","*","Unofficial figure"
"SL","Livestock Primary","74","Gabon","5510","Production","21121","Meat, chicken","2018","2018","tonnes","3911","Im","FAO data based on imputation methodology"
"SL","Livestock Primary","74","Gabon","5610","Import Quantity","21121","Meat, chicken","2018","2018","tonnes","64907","*","Unofficial figure"
"SL","Livestock Primary","75","Gambia","5510","Production","21121","Meat, chicken","2018","2018","tonnes","1632","Im","FAO data based on imputation methodology"
"SL","Livestock Primary","75","Gambia","5610","Import Quantity","21121","Meat, chicken","2018","2018","tonnes","20834","","Official data"
"SL","Livestock Primary","73","Georgia","5510","Production","21121","Meat, chicken","2018","2018","tonnes","22100","","Official data"
"SL","Livestock Primary","73","Georgia","5610","Import Quantity","21121","Meat, chicken","2018","2018","tonnes","48529","","Official data"
"SL","Livestock Primary","73","Georgia","5910","Export Quantity","21121","Meat, chicken","2018","2018","tonnes","8311","","Official data"
"SL","Livestock Primary","79","Germany","5510","Production","21121","Meat, chicken","2018","2018","tonnes","1063251","","Official data"
"SL","Livestock Primary","79","Germany","5610","Import Quantity","21121","Meat, chicken","2018","2018","tonnes","496552","","Official data"
"SL","Livestock Primary","79","Germany","5910","Export Quantity","21121","Meat, chicken","2018","2018","tonnes","290396","","Official data"
"SL","Livestock Primary","81","Ghana","5510","Production","21121","Meat, chicken","2018","2018","tonnes","65078","Im","FAO data based on imputation methodology"
"SL","Livestock Primary","81","Ghana","5610","Import Quantity","21121","Meat, chicken","2018","2018","tonnes","201813","","Official data"
"SL","Livestock Primary","81","Ghana","5910","Export Quantity","21121","Meat, chicken","2018","2018","tonnes","27","","Official data"
"SL","Livestock Primary","84","Greece","5510","Production","21121","Meat, chicken","2018","2018","tonnes","244339","","Official data"
"SL","Livestock Primary","84","Greece","5610","Import Quantity","21121","Meat, chicken","2018","2018","tonnes","55728","","Official data"
"SL","Livestock Primary","84","Greece","5910","Export Quantity","21121","Meat, chicken","2018","2018","tonnes","28134","","Official data"
"SL","Livestock Primary","86","Grenada","5510","Production","21121","Meat, chicken","2018","2018","tonnes","540","Im","FAO data based on imputation methodology"
"SL","Livestock Primary","86","Grenada","5610","Import Quantity","21121","Meat, chicken","2018","2018","tonnes","6101","*","Unofficial figure"
"SL","Livestock Primary","86","Grenada","674","Protein supply quantity (g/capita/day)","21121","Meat, chicken","2018","2018","g/capita/day","12","Fc","Calculated data"
"SL","Livestock Primary","89","Guatemala","5510","Production","21121","Meat, chicken","2018","2018","tonnes","226742","Im","FAO data based on imputation methodology"
"SL","Livestock Primary","89","Guatemala","5610","Import Quantity","21121","Meat, chicken","2018","2018","tonnes","112659","*","Unofficial figure"
"SL","Livestock Primary","89","Guatemala","5910","Export Quantity","21121","Meat, chicken","2018","2018","tonnes","3062","*","Unofficial figure"
"SL","Livestock Primary","90","Guinea","5510","Production","21121","Meat, chicken","2018","2018","tonnes","12690","Im","FAO data based on imputation methodology"
"SL","Livestock Primary","90","Guinea","5610","Import Quantity","21121","Meat, chicken","2018","2018","tonnes","37284","*","Unofficial figure"
"SL","Livestock Primary","175","Guinea-Bissau","5510","Production","21121","Meat, chicken","2018","2018","tonnes","2621","Im","FAO data based on imputation methodology"
"SL","Livestock Primary","175","Guinea-Bissau","5610","Import Quantity","21121","Meat, chicken","2018","2018","tonnes","3502","*","Unofficial figure"
"SL","Livestock Primary","91","Guyana","5510","Production","21121","Meat, chicken","2018","2018","tonnes","42022","","Official data"
"SL","Livestock Primary","91","Guyana","5610","Import Quantity","21121","Meat, chicken","2018","2018","tonnes","108","*","Unofficial figure"
"SL","Livestock Primary","91","Guyana","674","Protein supply quantity (g/capita/day)","21121","Meat, chicken","2018","2018","g/capita/day","12","Fc","Calculated data"
"SL","Livestock Primary","93","Haiti","5510","Production","21121","Meat, chicken","2018","2018","tonnes","8359","Im","FAO data based on imputation methodology"
"SL","Livestock Primary","93","Haiti","5610","Import Quantity","21121","Meat, chicken","2018","2018","tonnes","88947","*","Unofficial figure"
"SL","Livestock Primary","95","Honduras","5510","Production","21121","Meat, chicken","2018","2018","tonnes","205523","Im","FAO data based on imputation methodology"
"SL","Livestock Primary","95","Honduras","5610","Import Quantity","21121","Meat, chicken","2018","2018","tonnes","15249","*","Unofficial figure"
"SL","Livestock Primary","95","Honduras","5910","Export Quantity","21121","Meat, chicken","2018","2018","tonnes","407","*","Unofficial figure"
"SL","Livestock Primary","95","Honduras","674","Protein supply quantity (g/capita/day)","21121","Meat, chicken","2018","2018","g/capita/day","7","Fc","Calculated data"
"SL","Livestock Primary","97","Hungary","5510","Production","21121","Meat, chicken","2018","2018","tonnes","332154","","Official data"
"SL","Livestock Primary","97","Hungary","5610","Import Quantity","21121","Meat, chicken","2018","2018","tonnes","38418","","Official data"
"SL","Livestock Primary","97","Hungary","5910","Export Quantity","21121","Meat, chicken","2018","2018","tonnes","88994","","Official data"
"SL","Livestock Primary","97","Hungary","674","Protein supply quantity (g/capita/day)","21121","Meat, chicken","2018","2018","g/capita/day","7","Fc","Calculated data"
"SL","Livestock Primary","99","Iceland","5510","Production","21121","Meat, chicken","2018","2018","tonnes","9483","","Official data"
"SL","Livestock Primary","99","Iceland","5610","Import Quantity","21121","Meat, chicken","2018","2018","tonnes","972","","Official data"
"SL","Livestock Primary","99","Iceland","5910","Export Quantity","21121","Meat, chicken","2018","2018","tonnes","0","","Official data"
"SL","Livestock Primary","100","India","5510","Production","21121","Meat, chicken","2018","2018","tonnes","3590525","Im","FAO data based on imputation methodology"
"SL","Livestock Primary","100","India","5610","Import Quantity","21121","Meat, chicken","2018","2018","tonnes","99","","Official data"
"SL","Livestock Primary","100","India","5910","Export Quantity","21121","Meat, chicken","2018","2018","tonnes","6724","","Official data"
"SL","Livestock Primary","101","Indonesia","5510","Production","21121","Meat, chicken","2018","2018","tonnes","2544105","","Official data"
"SL","Livestock Primary","101","Indonesia","5610","Import Quantity","21121","Meat, chicken","2018","2018","tonnes","0","","Official data"
"SL","Livestock Primary","101","Indonesia","5910","Export Quantity","21121","Meat, chicken","2018","2018","tonnes","18","","Official data"
"SL","Livestock Primary","102","Iran (Islamic Republic of)","5510","Production","21121","Meat, chicken","2018","2018","tonnes","2187068","Im","FAO data based on imputation methodology"
"SL","Livestock Primary","102","Iran (Islamic Republic of)","674","Protein supply quantity (g/capita/day)","21121","Meat, chicken","2018","2018","g/capita/day","10","Fc","Calculated data"
"SL","Livestock Primary","103","Iraq","5510","Production","21121","Meat, chicken","2018","2018","tonnes","90225","Im","FAO data based on imputation methodology"
"SL","Livestock Primary","103","Iraq","5610","Import Quantity","21121","Meat, chicken","2018","2018","tonnes","206047","","Official data"
"SL","Livestock Primary","103","Iraq","5910","Export Quantity","21121","Meat, chicken","2018","2018","tonnes","1167","*","Unofficial figure"
"SL","Livestock Primary","103","Iraq","674","Protein supply quantity (g/capita/day)","21121","Meat, chicken","2018","2018","g/capita/day","3","Fc","Calculated data"
"SL","Livestock Primary","104","Ireland","5510","Production","21121","Meat, chicken","2018","2018","tonnes","131940","","Official data"
"SL","Livestock Primary","104","Ireland","5610","Import Quantity","21121","Meat, chicken","2018","2018","tonnes","74719","","Official data"
"SL","Livestock Primary","104","Ireland","5910","Export Quantity","21121","Meat, chicken","2018","2018","tonnes","57912","","Official data"
"SL","Livestock Primary","105","Israel","5510","Production","21121","Meat, chicken","2018","2018","tonnes","546715","","Official data"
"SL","Livestock Primary","105","Israel","5910","Export Quantity","21121","Meat, chicken","2018","2018","tonnes","52","Im","FAO data based on imputation methodology"
"SL","Livestock Primary","105","Israel","674","Protein supply quantity (g/capita/day)","21121","Meat, chicken","2018","2018","g/capita/day","22","Fc","Calculated data"
"SL","Livestock Primary","106","Italy","5510","Production","21121","Meat, chicken","2018","2018","tonnes","972836","","Official data"
"SL","Livestock Primary","106","Italy","5610","Import Quantity","21121","Meat, chicken","2018","2018","tonnes","48787","","Official data"
"SL","Livestock Primary","106","Italy","5910","Export Quantity","21121","Meat, chicken","2018","2018","tonnes","85560","","Official data"
"SL","Livestock Primary","106","Italy","674","Protein supply quantity (g/capita/day)","21121","Meat, chicken","2018","2018","g/capita/day","6","Fc","Calculated data"
"SL","Livestock Primary","109","Jamaica","5510","Production","21121","Meat, chicken","2018","2018","tonnes","132347","","Official data"
"SL","Livestock Primary","109","Jamaica","5610","Import Quantity","21121","Meat, chicken","2018","2018","tonnes","23862","*","Unofficial figure"
"SL","Livestock Primary","109","Jamaica","5910","Export Quantity","21121","Meat, chicken","2018","2018","tonnes","953","","Official data"
"SL","Livestock Primary","109","Jamaica","674","Protein supply quantity (g/capita/day)","21121","Meat, chicken","2018","2018","g/capita/day","14","Fc","Calculated data"
"SL","Livestock Primary","110","Japan","5510","Production","21121","Meat, chicken","2018","2018","tonnes","2249585","","Official data"
"SL","Livestock Primary","110","Japan","5610","Import Quantity","21121","Meat, chicken","2018","2018","tonnes","560381","","Official data"
"SL","Livestock Primary","110","Japan","5910","Export Quantity","21121","Meat, chicken","2018","2018","tonnes","9657","","Official data"
"SL","Livestock Primary","112","Jordan","5510","Production","21121","Meat, chicken","2018","2018","tonnes","193423","Im","FAO data based on imputation methodology"
"SL","Livestock Primary","112","Jordan","5610","Import Quantity","21121","Meat, chicken","2018","2018","tonnes","55619","","Official data"
"SL","Livestock Primary","112","Jordan","5910","Export Quantity","21121","Meat, chicken","2018","2018","tonnes","11776","","Official data"
"SL","Livestock Primary","112","Jordan","674","Protein supply quantity (g/capita/day)","21121","Meat, chicken","2018","2018","g/capita/day","9","Fc","Calculated data"
"SL","Livestock Primary","108","Kazakhstan","5510","Production","21121","Meat, chicken","2018","2018","tonnes","183236","","Official data"
"SL","Livestock Primary","108","Kazakhstan","5610","Import Quantity","21121","Meat, chicken","2018","2018","tonnes","188614","","Official data"
"SL","Livestock Primary","108","Kazakhstan","5910","Export Quantity","21121","Meat, chicken","2018","2018","tonnes","5936","","Official data"
"SL","Livestock Primary","108","Kazakhstan","674","Protein supply quantity (g/capita/day)","21121","Meat, chicken","2018","2018","g/capita/day","6","Fc","Calculated data"
"SL","Livestock Primary","114","Kenya","5510","Production","21121","Meat, chicken","2018","2018","tonnes","30248","Im","FAO data based on imputation methodology"
"SL","Livestock Primary","114","Kenya","5610","Import Quantity","21121","Meat, chicken","2018","2018","tonnes","792","","Official data"
"SL","Livestock Primary","114","Kenya","5910","Export Quantity","21121","Meat, chicken","2018","2018","tonnes","25","","Official data"
"SL","Livestock Primary","83","Kiribati","5510","Production","21121","Meat, chicken","2018","2018","tonnes","874","Im","FAO data based on imputation methodology"
"SL","Livestock Primary","83","Kiribati","5610","Import Quantity","21121","Meat, chicken","2018","2018","tonnes","1568","*","Unofficial figure"
"SL","Livestock Primary","118","Kuwait","5510","Production","21121","Meat, chicken","2018","2018","tonnes","61122","","Official data"
"SL","Livestock Primary","118","Kuwait","5610","Import Quantity","21121","Meat, chicken","2018","2018","tonnes","140601","","Official data"
"SL","Livestock Primary","118","Kuwait","5910","Export Quantity","21121","Meat, chicken","2018","2018","tonnes","6497","","Official data"
"SL","Livestock Primary","118","Kuwait","674","Protein supply quantity (g/capita/day)","21121","Meat, chicken","2018","2018","g/capita/day","16","Fc","Calculated data"
"SL","Livestock Primary","113","Kyrgyzstan","5510","Production","21121","Meat, chicken","2018","2018","tonnes","8315","","Official data"
"SL","Livestock Primary","113","Kyrgyzstan","5610","Import Quantity","21121","Meat, chicken","2018","2018","tonnes","26528","","Official data"
"SL","Livestock Primary","113","Kyrgyzstan","5910","Export Quantity","21121","Meat, chicken","2018","2018","tonnes","19","","Official data"
"SL","Livestock Primary","120","Lao People's Democratic Republic","5510","Production","21121","Meat, chicken","2018","2018","tonnes","26095","Im","FAO data based on imputation methodology"
"SL","Livestock Primary","120","Lao People's Democratic Republic","5610","Import Quantity","21121","Meat, chicken","2018","2018","tonnes","38431","*","Unofficial figure"
"SL","Livestock Primary","119","Latvia","5510","Production","21121","Meat, chicken","2018","2018","tonnes","33830","","Official data"
"SL","Livestock Primary","119","Latvia","5610","Import Quantity","21121","Meat, chicken","2018","2018","tonnes","37896","","Official data"
"SL","Livestock Primary","119","Latvia","5910","Export Quantity","21121","Meat, chicken","2018","2018","tonnes","14653","","Official data"
"SL","Livestock Primary","121","Lebanon","5510","Production","21121","Meat, chicken","2018","2018","tonnes","125821","Im","FAO data based on imputation methodology"
"SL","Livestock Primary","121","Lebanon","5610","Import Quantity","21121","Meat, chicken","2018","2018","tonnes","5947","","Official data"
"SL","Livestock Primary","121","Lebanon","5910","Export Quantity","21121","Meat, chicken","2018","2018","tonnes","2497","","Official data"
"SL","Livestock Primary","122","Lesotho","5510","Production","21121","Meat, chicken","2018","2018","tonnes","1840","Im","FAO data based on imputation methodology"
"SL","Livestock Primary","122","Lesotho","5610","Import Quantity","21121","Meat, chicken","2018","2018","tonnes","16919","*","Unofficial figure"
"SL","Livestock Primary","122","Lesotho","5910","Export Quantity","21121","Meat, chicken","2018","2018","tonnes","10","*","Unofficial figure"
"SL","Livestock Primary","123","Liberia","5510","Production","21121","Meat, chicken","2018","2018","tonnes","14292","Im","FAO data based on imputation methodology"
"SL","Livestock Primary","123","Liberia","5610","Import Quantity","21121","Meat, chicken","2018","2018","tonnes","27272","*","Unofficial figure"
"SL","Livestock Primary","126","Lithuania","5510","Production","21121","Meat, chicken","2018","2018","tonnes","126667","","Official data"
"SL","Livestock Primary","126","Lithuania","5610","Import Quantity","21121","Meat, chicken","2018","2018","tonnes","35034","","Official data"
"SL","Livestock Primary","126","Lithuania","5910","Export Quantity","21121","Meat, chicken","2018","2018","tonnes","49432","","Official data"
"SL","Livestock Primary","256","Luxembourg","5510","Production","21121","Meat, chicken","2018","2018","tonnes","286","","Official data"
"SL","Livestock Primary","256","Luxembourg","5610","Import Quantity","21121","Meat, chicken","2018","2018","tonnes","7816","","Official data"
"SL","Livestock Primary","256","Luxembourg","5910","Export Quantity","21121","Meat, chicken","2018","2018","tonnes","361","","Official data"
"SL","Livestock Primary","256","Luxembourg","674","Protein supply quantity (g/capita/day)","21121","Meat, chicken","2018","2018","g/capita/day","4","Fc","Calculated data"
"SL","Livestock Primary","129","Madagascar","5510","Production","21121","Meat, chicken","2018","2018","tonnes","48698","Im","FAO data based on imputation methodology"
"SL","Livestock Primary","130","Malawi","5510","Production","21121","Meat, chicken","2018","2018","tonnes","190617","","Official data"
"SL","Livestock Primary","130","Malawi","5610","Import Quantity","21121","Meat, chicken","2018","2018","tonnes","295","*","Unofficial figure"
"SL","Livestock Primary","130","Malawi","674","Protein supply quantity (g/capita/day)","21121","Meat, chicken","2018","2018","g/capita/day","1","Fc","Calculated data"
"SL","Livestock Primary","131","Malaysia","5510","Production","21121","Meat, chicken","2018","2018","tonnes","1587539","","Official data"
"SL","Livestock Primary","131","Malaysia","5610","Import Quantity","21121","Meat, chicken","2018","2018","tonnes","71410","","Official data"
"SL","Livestock Primary","131","Malaysia","5910","Export Quantity","21121","Meat, chicken","2018","2018","tonnes","10547","","Official data"
"SL","Livestock Primary","131","Malaysia","674","Protein supply quantity (g/capita/day)","21121","Meat, chicken","2018","2018","g/capita/day","12","Fc","Calculated data"
"SL","Livestock Primary","132","Maldives","5610","Import Quantity","21121","Meat, chicken","2018","2018","tonnes","12485","","Official data"
"SL","Livestock Primary","133","Mali","5510","Production","21121","Meat, chicken","2018","2018","tonnes","51046","Im","FAO data based on imputation methodology"
"SL","Livestock Primary","133","Mali","5610","Import Quantity","21121","Meat, chicken","2018","2018","tonnes","175","*","Unofficial figure"
"SL","Livestock Primary","134","Malta","5510","Production","21121","Meat, chicken","2018","2018","tonnes","3820","","Official data"
"SL","Livestock Primary","134","Malta","5610","Import Quantity","21121","Meat, chicken","2018","2018","tonnes","5516","","Official data"
"SL","Livestock Primary","134","Malta","5910","Export Quantity","21121","Meat, chicken","2018","2018","tonnes","10","","Official data"
"SL","Livestock Primary","136","Mauritania","5510","Production","21121","Meat, chicken","2018","2018","tonnes","4715","Im","FAO data based on imputation methodology"
"SL","Livestock Primary","136","Mauritania","5610","Import Quantity","21121","Meat, chicken","2018","2018","tonnes","29411","*","Unofficial figure"
"SL","Livestock Primary","136","Mauritania","674","Protein supply quantity (g/capita/day)","21121","Meat, chicken","2018","2018","g/capita/day","2","Fc","Calculated data"
"SL","Livestock Primary","137","Mauritius","5510","Production","21121","Meat, chicken","2018","2018","tonnes","49000","","Official data"
"SL","Livestock Primary","137","Mauritius","5610","Import Quantity","21121","Meat, chicken","2018","2018","tonnes","175","","Official data"
"SL","Livestock Primary","137","Mauritius","674","Protein supply quantity (g/capita/day)","21121","Meat, chicken","2018","2018","g/capita/day","13","Fc","Calculated data"
"SL","Livestock Primary","138","Mexico","5510","Production","21121","Meat, chicken","2018","2018","tonnes","3338372","","Official data"
"SL","Livestock Primary","138","Mexico","5610","Import Quantity","21121","Meat, chicken","2018","2018","tonnes","803932","","Official data"
"SL","Livestock Primary","138","Mexico","5910","Export Quantity","21121","Meat, chicken","2018","2018","tonnes","8148","Im","FAO data based on imputation methodology"
"SL","Livestock Primary","138","Mexico","674","Protein supply quantity (g/capita/day)","21121","Meat, chicken","2018","2018","g/capita/day","9","Fc","Calculated data"
"SL","Livestock Primary","141","Mongolia","5510","Production","21121","Meat, chicken","2018","2018","tonnes","243","Im","FAO data based on imputation methodology"
"SL","Livestock Primary","141","Mongolia","5610","Import Quantity","21121","Meat, chicken","2018","2018","tonnes","11642","","Official data"
"SL","Livestock Primary","273","Montenegro","5510","Production","21121","Meat, chicken","2018","2018","tonnes","4010","Im","FAO data based on imputation methodology"
"SL","Livestock Primary","273","Montenegro","5610","Import Quantity","21121","Meat, chicken","2018","2018","tonnes","7268","","Official data"
"SL","Livestock Primary","273","Montenegro","5910","Export Quantity","21121","Meat, chicken","2018","2018","tonnes","0","","Official data"
"SL","Livestock Primary","273","Montenegro","674","Protein supply quantity (g/capita/day)","21121","Meat, chicken","2018","2018","g/capita/day","5","Fc","Calculated data"
"SL","Livestock Primary","143","Morocco","5510","Production","21121","Meat, chicken","2018","2018","tonnes","720000","","Official data"
"SL","Livestock Primary","143","Morocco","5610","Import Quantity","21121","Meat, chicken","2018","2018","tonnes","338","","Official data"
"SL","Livestock Primary","143","Morocco","5910","Export Quantity","21121","Meat, chicken","2018","2018","tonnes","808","Im","FAO data based on imputation methodology"
"SL","Livestock Primary","143","Morocco","674","Protein supply quantity (g/capita/day)","21121","Meat, chicken","2018","2018","g/capita/day","6","Fc","Calculated data"
"SL","Livestock Primary","144","Mozambique","5510","Production","21121","Meat, chicken","2018","2018","tonnes","86363","Im","FAO data based on imputation methodology"
"SL","Livestock Primary","144","Mozambique","5610","Import Quantity","21121","Meat, chicken","2018","2018","tonnes","22164","*","Unofficial figure"
"SL","Livestock Primary","144","Mozambique","674","Protein supply quantity (g/capita/day)","21121","Meat, chicken","2018","2018","g/capita/day","1","Fc","Calculated data"
"SL","Livestock Primary","28","Myanmar","5510","Production","21121","Meat, chicken","2018","2018","tonnes","1728947","Im","FAO data based on imputation methodology"
"SL","Livestock Primary","28","Myanmar","5610","Import Quantity","21121","Meat, chicken","2018","2018","tonnes","191","","Official data"
"SL","Livestock Primary","28","Myanmar","5910","Export Quantity","21121","Meat, chicken","2018","2018","tonnes","2","","Official data"
"SL","Livestock Primary","28","Myanmar","674","Protein supply quantity (g/capita/day)","21121","Meat, chicken","2018","2018","g/capita/day","9","Fc","Calculated data"
"SL","Livestock Primary","147","Namibia","5510","Production","21121","Meat, chicken","2018","2018","tonnes","10228","Im","FAO data based on imputation methodology"
"SL","Livestock Primary","147","Namibia","5610","Import Quantity","21121","Meat, chicken","2018","2018","tonnes","25277","Im","FAO data based on imputation methodology"
"SL","Livestock Primary","147","Namibia","5910","Export Quantity","21121","Meat, chicken","2018","2018","tonnes","12112","Im","FAO data based on imputation methodology"
"SL","Livestock Primary","147","Namibia","674","Protein supply quantity (g/capita/day)","21121","Meat, chicken","2018","2018","g/capita/day","3","Fc","Calculated data"
"SL","Livestock Primary","149","Nepal","5510","Production","21121","Meat, chicken","2018","2018","tonnes","60122","","Official data"
"SL","Livestock Primary","149","Nepal","5610","Import Quantity","21121","Meat, chicken","2018","2018","tonnes","181","*","Unofficial figure"
"SL","Livestock Primary","150","Netherlands","5510","Production","21121","Meat, chicken","2018","2018","tonnes","1015336","Im","FAO data based on imputation methodology"
"SL","Livestock Primary","150","Netherlands","5610","Import Quantity","21121","Meat, chicken","2018","2018","tonnes","380381","","Official data"
"SL","Livestock Primary","150","Netherlands","5910","Export Quantity","21121","Meat, chicken","2018","2018","tonnes","1225549","","Official data"
"SL","Livestock Primary","153","New Caledonia","5510","Production","21121","Meat, chicken","2018","2018","tonnes","765","","Official data"
"SL","Livestock Primary","153","New Caledonia","5610","Import Quantity","21121","Meat, chicken","2018","2018","tonnes","8181","*","Unofficial figure"
"SL","Livestock Primary","156","New Zealand","5510","Production","21121","Meat, chicken","2018","2018","tonnes","229561","","Official data"
"SL","Livestock Primary","156","New Zealand","5910","Export Quantity","21121","Meat, chicken","2018","2018","tonnes","17642","","Official data"
"SL","Livestock Primary","156","New Zealand","674","Protein supply quantity (g/capita/day)","21121","Meat, chicken","2018","2018","g/capita/day","8","Fc","Calculated data"
"SL","Livestock Primary","157","Nicaragua","5510","Production","21121","Meat, chicken","2018","2018","tonnes","139843","","Official data"
"SL","Livestock Primary","157","Nicaragua","5610","Import Quantity","21121","Meat, chicken","2018","2018","tonnes","5600","","Official data"
"SL","Livestock Primary","157","Nicaragua","5910","Export Quantity","21121","Meat, chicken","2018","2018","tonnes","0","","Official data"
"SL","Livestock Primary","158","Niger","5510","Production","21121","Meat, chicken","2018","2018","tonnes","19109","Im","FAO data based on imputation methodology"
"SL","Livestock Primary","158","Niger","5610","Import Quantity","21121","Meat, chicken","2018","2018","tonnes","1485","*","Unofficial figure"
"SL","Livestock Primary","158","Niger","5910","Export Quantity","21121","Meat, chicken","2018","2018","tonnes","28","X","International reliable sources"
"SL","Livestock Primary","158","Niger","674","Protein supply quantity (g/capita/day)","21121","Meat, chicken","2018","2018","g/capita/day","0","Fc","Calculated data"
"SL","Livestock Primary","159","Nigeria","5510","Production","21121","Meat, chicken","2018","2018","tonnes","192689","Im","FAO data based on imputation methodology"
"SL","Livestock Primary","159","Nigeria","5610","Import Quantity","21121","Meat, chicken","2018","2018","tonnes","15672","*","Unofficial figure"
"SL","Livestock Primary","159","Nigeria","5910","Export Quantity","21121","Meat, chicken","2018","2018","tonnes","0","X","International reliable sources"
