date_operation,libelle,montant,solde_avt_ope,categ,type,tranche_depense,sens,annee,mois,jour,jour_sem,jour_sem_num,weekend,quart_mois
2023-07-05,VIREMENT XX XX XX XX XX XX XX XX XX XX XX XX,676,2634.3,AUTRE,VIREMENT,(pas une dépense),credit,2023,7,5,Wednesday,3,FALSE,1
2023-07-06,CARTE XX XX XX XX XX,-14.62,3310.3,AUTRE,CARTE,petite,debit,2023,7,6,Thursday,4,FALSE,1
2023-07-06,PRELEVEMENT XX TELEPHONE XX XX,-36.48,3295.68,FACTURE TELEPHONE,AUTRE,petite,debit,2023,7,6,Thursday,4,FALSE,1
2023-07-06,FORFAIT COMPTE SUPERBANK XX XX XX XX,-1.92,3259.2,COTISATION BANCAIRE,AUTRE,petite,debit,2023,7,6,Thursday,4,FALSE,1
2023-07-07,CARTE XX XX XX XX XX,-29.2,3257.28,AUTRE,CARTE,petite,debit,2023,7,7,Friday,5,FALSE,1
2023-07-10,CARTE XX XX LA CCNCF XX,-53.1,3228.08,TRANSPORT,CARTE,petite,debit,2023,7,10,Monday,1,FALSE,2
2023-07-10,CARTE XX XX XX XX LA CCNCF XX,-1.53,3174.98,TRANSPORT,CARTE,petite,debit,2023,7,10,Monday,1,FALSE,2
2023-07-10,CARTE XX XX XX XX XX,-9.52,3173.45,AUTRE,CARTE,petite,debit,2023,7,10,Monday,1,FALSE,2
2023-07-10,CARTE XX XX XX XX LA CCNCF XX,-1.08,3163.93,TRANSPORT,CARTE,petite,debit,2023,7,10,Monday,1,FALSE,2
2023-07-11,CARTE XX XX CHEZ LUC XX,-14.4,3162.85,RESTAURANT,CARTE,petite,debit,2023,7,11,Tuesday,2,FALSE,2
2023-07-12,CARTE XX XX XX XX,-8,3148.45,AUTRE,CARTE,petite,debit,2023,7,12,Wednesday,3,FALSE,2
2023-07-13,CARTE XX XX TOUPTIPRI XX,-9.88,3140.45,COURSES,CARTE,petite,debit,2023,7,13,Thursday,4,FALSE,2
2023-07-15,VIREMENT PERMANENT LOYER,-345,3130.57,LOYER,VIREMENT,grosse,debit,2023,7,15,Saturday,6,TRUE,2
2023-07-19,CARTE XX XX XX XX XX,-4.88,2785.57,AUTRE,CARTE,petite,debit,2023,7,19,Wednesday,3,FALSE,3
2023-07-19,CARTE XX XX XX XX,-104,2780.69,AUTRE,CARTE,moyenne,debit,2023,7,19,Wednesday,3,FALSE,3
2023-07-19,CARTE XX XX XX XX,-12.48,2676.69,AUTRE,CARTE,petite,debit,2023,7,19,Wednesday,3,FALSE,3
2023-07-20,CARTE XX XX LA CCNCF XX XX,-190.8,2664.21,TRANSPORT,CARTE,moyenne,debit,2023,7,20,Thursday,4,FALSE,3
2023-07-21,CARTE XX XX XX XX,-13.6,2473.41,AUTRE,CARTE,petite,debit,2023,7,21,Friday,5,FALSE,3
2023-07-21,CARTE XX XX L'EPICERIE DEMBAS XX XX,-6.49,2459.81,AUTRE,CARTE,petite,debit,2023,7,21,Friday,5,FALSE,3
2023-07-21,CARTE XX XX XX XX XX,-4.8,2453.32,AUTRE,CARTE,petite,debit,2023,7,21,Friday,5,FALSE,3
2023-07-24,CARTE XX XX XX XX XX,-20.8,2448.52,AUTRE,CARTE,petite,debit,2023,7,24,Monday,1,FALSE,3
2023-07-24,CARTE XX XX CHEZ LUC XX,-9.2,2427.72,RESTAURANT,CARTE,petite,debit,2023,7,24,Monday,1,FALSE,3
2023-07-24,CARTE XX XX XX XX XX XX,-4.8,2418.52,AUTRE,CARTE,petite,debit,2023,7,24,Monday,1,FALSE,3
2023-07-24,CARTE XX XX XX XX XX,-9.6,2413.72,AUTRE,CARTE,petite,debit,2023,7,24,Monday,1,FALSE,3
2023-07-24,RETRAIT XX XX XX,-32,2404.12,AUTRE,RETRAIT,petite,debit,2023,7,24,Monday,1,FALSE,3
2023-07-24,CARTE XX XX XX XX XX,-4.88,2372.12,AUTRE,CARTE,petite,debit,2023,7,24,Monday,1,FALSE,3
2023-07-25,CARTE XX XX LES ANCIENS ROBINSON XX,-60.16,2367.24,COURSES,CARTE,petite,debit,2023,7,25,Tuesday,2,FALSE,4
2023-07-25,VIREMENT XX XX XX XX XX XX XX,1071.6,2307.08,AUTRE,VIREMENT,(pas une dépense),credit,2023,7,25,Tuesday,2,FALSE,4
2023-07-26,CARTE XX XX L'EPICERIE DEMBAS XX XX,-7.54,3378.68,AUTRE,CARTE,petite,debit,2023,7,26,Wednesday,3,FALSE,4
2023-07-27,CARTE XX XX L'EPICERIE DEMBAS XX XX,-8.14,3371.14,AUTRE,CARTE,petite,debit,2023,7,27,Thursday,4,FALSE,4
2023-07-28,CARTE XX XX L'EPICERIE DEMBAS XX XX,-11.2,3363,AUTRE,CARTE,petite,debit,2023,7,28,Friday,5,FALSE,4
2023-07-31,XX XX VIREMENT XX XX XX,-36,3351.8,AUTRE,VIREMENT,petite,debit,2023,7,31,Monday,1,FALSE,4
2023-07-31,CARTE XX XX XX XX XX XX,-8,3315.8,AUTRE,CARTE,petite,debit,2023,7,31,Monday,1,FALSE,4
2023-07-31,CARTE XX XX XX XX XX XX XX,-32.44,3307.8,AUTRE,CARTE,petite,debit,2023,7,31,Monday,1,FALSE,4
2023-07-31,CARTE XX XX LES ANCIENS ROBINSON XX,-0.94,3275.36,COURSES,CARTE,petite,debit,2023,7,31,Monday,1,FALSE,4
2023-07-31,DON XX XX XX XX XX XX XX,-1.44,3274.42,AUTRE,DON,petite,debit,2023,7,31,Monday,1,FALSE,4
2023-07-31,CARTE XX XX LA LOUVE XX XX,-23.43,3272.98,COURSES,CARTE,petite,debit,2023,7,31,Monday,1,FALSE,4
2023-07-31,CARTE XX XX XX XX XX,-9.78,3249.55,AUTRE,CARTE,petite,debit,2023,7,31,Monday,1,FALSE,4
2023-07-31,CARTE XX XX XX XX XX XX,-2.4,3239.77,AUTRE,CARTE,petite,debit,2023,7,31,Monday,1,FALSE,4
2023-07-31,CARTE XX XX XX XX XX XX,-2.4,3237.37,AUTRE,CARTE,petite,debit,2023,7,31,Monday,1,FALSE,4
2023-07-31,CARTE XX XX XX XX,-18.4,3234.97,AUTRE,CARTE,petite,debit,2023,7,31,Monday,1,FALSE,4
2023-08-01,CARTE XX XX L'EPICERIE DEMBAS XX XX,-9.82,3216.57,AUTRE,CARTE,petite,debit,2023,8,1,Tuesday,2,FALSE,1
2023-08-02,CARTE XX XX RAPT XX,-75.2,3206.75,TRANSPORT,CARTE,petite,debit,2023,8,2,Wednesday,3,FALSE,1
2023-08-03,CARTE XX XX CHEZ LUC XX,-10.2,3131.55,RESTAURANT,CARTE,petite,debit,2023,8,3,Thursday,4,FALSE,1
2023-08-03,VIREMENT XX XX XX XX XX XX XX XX XX XX XX XX,676,3121.35,AUTRE,VIREMENT,(pas une dépense),credit,2023,8,3,Thursday,4,FALSE,1
2023-08-03,CARTE XX XX XX XX,-14.39,3797.35,AUTRE,CARTE,petite,debit,2023,8,3,Thursday,4,FALSE,1
2023-08-03,CARTE XX XX L'EPICERIE DEMBAS XX XX,-10.51,3782.96,AUTRE,CARTE,petite,debit,2023,8,3,Thursday,4,FALSE,1
2023-08-04,CARTE XX XX XX XX XX,-17.2,3772.45,AUTRE,CARTE,petite,debit,2023,8,4,Friday,5,FALSE,1
2023-08-06,FORFAIT COMPTE SUPERBANK XX XX XX XX,-1.92,3755.25,COTISATION BANCAIRE,AUTRE,petite,debit,2023,8,6,Sunday,0,TRUE,1
2023-08-07,CARTE XX XX XX XX XX,-1.6,3753.33,AUTRE,CARTE,petite,debit,2023,8,7,Monday,1,FALSE,1
2023-08-07,PRELEVEMENT XX TELEPHONE XX XX,-7.46,3751.73,FACTURE TELEPHONE,AUTRE,petite,debit,2023,8,7,Monday,1,FALSE,1
2023-08-07,CARTE XX XX XX XX XX,-1.6,3744.27,AUTRE,CARTE,petite,debit,2023,8,7,Monday,1,FALSE,1
2023-08-07,CARTE XX XX XX XX XX,-10.88,3742.67,AUTRE,CARTE,petite,debit,2023,8,7,Monday,1,FALSE,1
2023-08-07,CARTE XX XX LES ANCIENS ROBINSON XX,-21.73,3731.79,COURSES,CARTE,petite,debit,2023,8,7,Monday,1,FALSE,1
2023-08-07,CARTE XX XX XX XX XX XX,-2,3710.06,AUTRE,CARTE,petite,debit,2023,8,7,Monday,1,FALSE,1
2023-08-08,CARTE XX XX L'EPICERIE DEMBAS XX XX,-7.54,3708.06,AUTRE,CARTE,petite,debit,2023,8,8,Tuesday,2,FALSE,1
2023-08-08,CARTE XX XX XX XX XX XX XX XX,-0.96,3700.52,AUTRE,CARTE,petite,debit,2023,8,8,Tuesday,2,FALSE,1
2023-08-08,CARTE XX XX XX XX XX XX XX XX,-1.19,3699.56,AUTRE,CARTE,petite,debit,2023,8,8,Tuesday,2,FALSE,1
2023-08-08,CARTE XX XX XX XX XX XX XX XX,-0.96,3698.37,AUTRE,CARTE,petite,debit,2023,8,8,Tuesday,2,FALSE,1
2023-08-09,CARTE XX XX XX XX XX,-8,3697.41,AUTRE,CARTE,petite,debit,2023,8,9,Wednesday,3,FALSE,2
2023-08-10,CARTE XX XX XX XX XX XX XX XX,-3.28,3689.41,AUTRE,CARTE,petite,debit,2023,8,10,Thursday,4,FALSE,2
2023-08-14,CARTE XX XX XX XX XX,-17.44,3686.13,AUTRE,CARTE,petite,debit,2023,8,14,Monday,1,FALSE,2
2023-08-14,CARTE XX XX CHEZ LUC XX,-10.4,3668.69,RESTAURANT,CARTE,petite,debit,2023,8,14,Monday,1,FALSE,2
2023-08-14,CARTE XX XX XX XX XX XX,-4,3658.29,AUTRE,CARTE,petite,debit,2023,8,14,Monday,1,FALSE,2
2023-08-14,CARTE XX XX XX XX XX XX,-3.2,3654.29,AUTRE,CARTE,petite,debit,2023,8,14,Monday,1,FALSE,2
2023-08-14,CARTE XX XX XX XX XX XX,-2.4,3651.09,AUTRE,CARTE,petite,debit,2023,8,14,Monday,1,FALSE,2
2023-08-14,CARTE XX XX XX XX,-11.7,3648.69,AUTRE,CARTE,petite,debit,2023,8,14,Monday,1,FALSE,2
2023-08-15,VIREMENT PERMANENT LOYER,-345,3636.99,LOYER,VIREMENT,grosse,debit,2023,8,15,Tuesday,2,FALSE,2
2023-08-16,CARTE XX XX XX XX XX,-23.2,3291.99,AUTRE,CARTE,petite,debit,2023,8,16,Wednesday,3,FALSE,2
2023-08-16,CARTE XX XX XX XX XX,-3.92,3268.79,AUTRE,CARTE,petite,debit,2023,8,16,Wednesday,3,FALSE,2
2023-08-16,CARTE XX XX XX XX XX XX,-53.76,3264.87,AUTRE,CARTE,petite,debit,2023,8,16,Wednesday,3,FALSE,2
2023-08-17,CARTE XX XX LES ANCIENS ROBINSON XX,-28.11,3211.11,COURSES,CARTE,petite,debit,2023,8,17,Thursday,4,FALSE,3
2023-08-17,CARTE XX XX XX XX XX XX,-0.8,3183,AUTRE,CARTE,petite,debit,2023,8,17,Thursday,4,FALSE,3
2023-08-17,CARTE XX XX XX XX XX XX,-2,3182.2,AUTRE,CARTE,petite,debit,2023,8,17,Thursday,4,FALSE,3
2023-08-17,CARTE XX XX XX XX XX XX,-2,3180.2,AUTRE,CARTE,petite,debit,2023,8,17,Thursday,4,FALSE,3
2023-08-18,CARTE XX XX XX XX,-4.79,3178.2,AUTRE,CARTE,petite,debit,2023,8,18,Friday,5,FALSE,3
2023-08-18,CARTE XX XX XX XX XX XX,-2.4,3173.41,AUTRE,CARTE,petite,debit,2023,8,18,Friday,5,FALSE,3
2023-08-21,CARTE XX XX XX XX XX,-1.68,3171.01,AUTRE,CARTE,petite,debit,2023,8,21,Monday,1,FALSE,3
2023-08-21,CARTE XX XX CHEZ LUC XX,-12.84,3169.33,RESTAURANT,CARTE,petite,debit,2023,8,21,Monday,1,FALSE,3
2023-08-21,CARTE XX XX XX XX XX,-10.23,3156.49,AUTRE,CARTE,petite,debit,2023,8,21,Monday,1,FALSE,3
2023-08-21,CARTE XX XX XX XX XX,-7.12,3146.26,AUTRE,CARTE,petite,debit,2023,8,21,Monday,1,FALSE,3
2023-08-22,CARTE XX XX LES ANCIENS ROBINSON XX,-10.91,3139.14,COURSES,CARTE,petite,debit,2023,8,22,Tuesday,2,FALSE,3
2023-08-22,CARTE XX XX XX XX XX,-0.8,3128.23,AUTRE,CARTE,petite,debit,2023,8,22,Tuesday,2,FALSE,3
2023-08-22,CARTE XX XX XX XX XX,-3.78,3127.43,AUTRE,CARTE,petite,debit,2023,8,22,Tuesday,2,FALSE,3
2023-08-24,CARTE XX XX L'EPICERIE DEMBAS XX XX,-11.97,3123.65,AUTRE,CARTE,petite,debit,2023,8,24,Thursday,4,FALSE,3
2023-08-25,CARTE XX XX XX XX XX,-6.4,3111.68,AUTRE,CARTE,petite,debit,2023,8,25,Friday,5,FALSE,4
2023-08-25,CARTE XX XX XX XX,-2.01,3105.28,AUTRE,CARTE,petite,debit,2023,8,25,Friday,5,FALSE,4
2023-08-25,CARTE XX XX VELOC XX XX,-5,3103.27,TRANSPORT,CARTE,petite,debit,2023,8,25,Friday,5,FALSE,4
2023-08-28,CARTE XX XX XX XX XX,-12,3098.27,AUTRE,CARTE,petite,debit,2023,8,28,Monday,1,FALSE,4
2023-08-28,CARTE XX XX XX XX XX XX,-43.6,3086.27,AUTRE,CARTE,petite,debit,2023,8,28,Monday,1,FALSE,4
2023-08-28,RETRAIT XX XX XX,-32,3042.67,AUTRE,RETRAIT,petite,debit,2023,8,28,Monday,1,FALSE,4
2023-08-28,CARTE XX XX LA LOUVE XX XX,-29.18,3010.67,COURSES,CARTE,petite,debit,2023,8,28,Monday,1,FALSE,4
2023-08-28,CARTE XX XX XX XX XX,-9.8,2981.49,AUTRE,CARTE,petite,debit,2023,8,28,Monday,1,FALSE,4
2023-08-29,CARTE XX XX XX XX,-2.45,2971.69,AUTRE,CARTE,petite,debit,2023,8,29,Tuesday,2,FALSE,4
2023-08-31,DON XX XX XX XX XX XX XX,-2.28,2969.24,AUTRE,DON,petite,debit,2023,8,31,Thursday,4,FALSE,4
2023-08-31,CARTE XX XX XX XX XX,-2.44,2966.96,AUTRE,CARTE,petite,debit,2023,8,31,Thursday,4,FALSE,4
2023-08-31,XX XX VIREMENT XX XX XX,-36,2964.52,AUTRE,VIREMENT,petite,debit,2023,8,31,Thursday,4,FALSE,4
2023-08-31,CARTE XX XX LA LOUVE XX XX,-26.19,2928.52,COURSES,CARTE,petite,debit,2023,8,31,Thursday,4,FALSE,4
2023-09-04,CARTE XX XX TOUPTIPRI XX,-13.59,2902.33,COURSES,CARTE,petite,debit,2023,9,4,Monday,1,FALSE,1
2023-09-04,VIREMENT XX XX XX XX XX XX XX XX XX XX XX XX,676,2888.74,AUTRE,VIREMENT,(pas une dépense),credit,2023,9,4,Monday,1,FALSE,1
2023-09-04,CARTE XX XX RAPT XX,-75.2,3564.74,TRANSPORT,CARTE,petite,debit,2023,9,4,Monday,1,FALSE,1
2023-09-04,CARTE XX XX CHEZ LUC XX,-10.4,3489.54,RESTAURANT,CARTE,petite,debit,2023,9,4,Monday,1,FALSE,1
2023-09-04,CARTE XX XX XX XX,-14.39,3479.14,AUTRE,CARTE,petite,debit,2023,9,4,Monday,1,FALSE,1
2023-09-04,CARTE XX XX XX XX,-3.6,3464.75,AUTRE,CARTE,petite,debit,2023,9,4,Monday,1,FALSE,1
2023-09-05,CARTE XX XX XX XX XX,-0.8,3461.15,AUTRE,CARTE,petite,debit,2023,9,5,Tuesday,2,FALSE,1
2023-09-05,CARTE XX XX XX XX XX,-6.39,3460.35,AUTRE,CARTE,petite,debit,2023,9,5,Tuesday,2,FALSE,1
2023-09-05,PRELEVEMENT XX TELEPHONE XX XX,-6.38,3453.96,FACTURE TELEPHONE,AUTRE,petite,debit,2023,9,5,Tuesday,2,FALSE,1
2023-09-06,FORFAIT COMPTE SUPERBANK XX XX XX XX,-1.92,3447.58,COTISATION BANCAIRE,AUTRE,petite,debit,2023,9,6,Wednesday,3,FALSE,1
2023-09-06,CARTE XX XX L'EPICERIE DEMBAS XX XX,-11.12,3445.66,AUTRE,CARTE,petite,debit,2023,9,6,Wednesday,3,FALSE,1
2023-09-07,CARTE XX XX XX XX,-11.2,3434.54,AUTRE,CARTE,petite,debit,2023,9,7,Thursday,4,FALSE,1
2023-09-08,CARTE XX XX XX XX XX XX,-4,3423.34,AUTRE,CARTE,petite,debit,2023,9,8,Friday,5,FALSE,1
2023-09-08,CARTE XX XX L'EPICERIE DEMBAS XX XX,-5.57,3419.34,AUTRE,CARTE,petite,debit,2023,9,8,Friday,5,FALSE,1
2023-09-08,CARTE XX XX XX XX XX,-0.8,3413.77,AUTRE,CARTE,petite,debit,2023,9,8,Friday,5,FALSE,1
2023-09-11,CARTE XX XX XX XX XX XX,-1.44,3412.97,AUTRE,CARTE,petite,debit,2023,9,11,Monday,1,FALSE,2
2023-09-11,CARTE XX XX XX XX,-9.6,3411.53,AUTRE,CARTE,petite,debit,2023,9,11,Monday,1,FALSE,2
2023-09-11,CARTE XX XX XX XX,-12,3401.93,AUTRE,CARTE,petite,debit,2023,9,11,Monday,1,FALSE,2
2023-09-11,CARTE XX XX XX XX XX XX,-1.44,3389.93,AUTRE,CARTE,petite,debit,2023,9,11,Monday,1,FALSE,2
2023-09-11,CARTE XX XX TOUPTIPRI XX,-9.6,3388.49,COURSES,CARTE,petite,debit,2023,9,11,Monday,1,FALSE,2
2023-09-12,CARTE XX XX LA CCNCF XX XX,-11.25,3378.89,TRANSPORT,CARTE,petite,debit,2023,9,12,Tuesday,2,FALSE,2
2023-09-12,CARTE XX XX XX XX XX,-4,3367.64,AUTRE,CARTE,petite,debit,2023,9,12,Tuesday,2,FALSE,2
2023-09-12,CARTE XX XX L'EPICERIE DEMBAS XX XX,-19.61,3363.64,AUTRE,CARTE,petite,debit,2023,9,12,Tuesday,2,FALSE,2
2023-09-14,CARTE XX XX LA CCNCF XX,-47.61,3344.03,TRANSPORT,CARTE,petite,debit,2023,9,14,Thursday,4,FALSE,2
2023-09-15,VIREMENT PERMANENT LOYER,-345,3296.42,LOYER,VIREMENT,grosse,debit,2023,9,15,Friday,5,FALSE,2
2023-09-15,VIREMENT XX XX XX XX XX XX XX XX XX,39.82,2951.42,AUTRE,VIREMENT,(pas une dépense),credit,2023,9,15,Friday,5,FALSE,2
2023-09-18,CARTE XX XX LA LOUVE XX XX,-20.59,2991.24,COURSES,CARTE,petite,debit,2023,9,18,Monday,1,FALSE,3
2023-09-18,CARTE XX XX XX XX,-1.6,2970.65,AUTRE,CARTE,petite,debit,2023,9,18,Monday,1,FALSE,3
2023-09-18,CARTE XX XX XX XX XX,-0.96,2969.05,AUTRE,CARTE,petite,debit,2023,9,18,Monday,1,FALSE,3
2023-09-18,CARTE XX XX XX XX XX,-5.2,2968.09,AUTRE,CARTE,petite,debit,2023,9,18,Monday,1,FALSE,3
2023-09-20,CARTE XX XX TOUPTIPRI XX,-2.56,2962.89,COURSES,CARTE,petite,debit,2023,9,20,Wednesday,3,FALSE,3
2023-09-20,CARTE XX XX XX XX,-30.37,2960.33,AUTRE,CARTE,petite,debit,2023,9,20,Wednesday,3,FALSE,3
2023-09-20,CARTE XX XX XX XX XX,-8.6,2929.96,AUTRE,CARTE,petite,debit,2023,9,20,Wednesday,3,FALSE,3
2023-09-20,CARTE XX XX XX XX XX XX,-2.56,2921.36,AUTRE,CARTE,petite,debit,2023,9,20,Wednesday,3,FALSE,3
2023-09-21,CARTE XX XX XX XX XX,-10.45,2918.8,AUTRE,CARTE,petite,debit,2023,9,21,Thursday,4,FALSE,3
2023-09-22,CARTE XX XX XX XX,-4,2908.35,AUTRE,CARTE,petite,debit,2023,9,22,Friday,5,FALSE,3
2023-09-22,CARTE XX XX XX XX XX,-5.6,2904.35,AUTRE,CARTE,petite,debit,2023,9,22,Friday,5,FALSE,3
2023-09-25,PRELEVEMENT XX XX XX XX XX XX XX XX,-593.6,2898.75,AUTRE,AUTRE,grosse,debit,2023,9,25,Monday,1,FALSE,4
2023-09-25,CARTE XX XX CHEZ LUC XX,-8.52,2305.15,RESTAURANT,CARTE,petite,debit,2023,9,25,Monday,1,FALSE,4
2023-09-25,CARTE XX XX XX XX XX XX,-7.12,2296.63,AUTRE,CARTE,petite,debit,2023,9,25,Monday,1,FALSE,4
2023-09-25,CARTE XX XX XX XX XX,-23.33,2289.51,AUTRE,CARTE,petite,debit,2023,9,25,Monday,1,FALSE,4
2023-09-25,CARTE XX XX XX XX XX,-9.31,2266.18,AUTRE,CARTE,petite,debit,2023,9,25,Monday,1,FALSE,4
2023-09-25,CARTE XX XX XX XX XX XX,-12,2256.87,AUTRE,CARTE,petite,debit,2023,9,25,Monday,1,FALSE,4
2023-09-25,CARTE XX XX XX XX,-40,2244.87,AUTRE,CARTE,petite,debit,2023,9,25,Monday,1,FALSE,4
2023-09-26,CARTE XX XX TOUPTIPRI XX,-2.93,2204.87,COURSES,CARTE,petite,debit,2023,9,26,Tuesday,2,FALSE,4
2023-09-26,CARTE XX XX TOUPTIPRI XX,-10.36,2201.94,COURSES,CARTE,petite,debit,2023,9,26,Tuesday,2,FALSE,4
2023-09-26,RETRAIT XX XX XX,-320,2191.58,AUTRE,RETRAIT,grosse,debit,2023,9,26,Tuesday,2,FALSE,4
2023-09-26,CARTE XX XX XX XX XX,-1.2,1871.58,AUTRE,CARTE,petite,debit,2023,9,26,Tuesday,2,FALSE,4
2023-09-29,DON XX XX XX XX XX XX XX,-1.76,1870.38,AUTRE,DON,petite,debit,2023,9,29,Friday,5,FALSE,4
2023-09-30,XX XX VIREMENT XX XX XX,-36,1868.62,AUTRE,VIREMENT,petite,debit,2023,9,30,Saturday,6,TRUE,4
2023-10-02,VIREMENT XX XX XX XX XX XX XX XX XX XX XX XX,676,1832.62,AUTRE,VIREMENT,(pas une dépense),credit,2023,10,2,Monday,1,FALSE,1
2023-10-03,CARTE XX XX LA CCNCF XX,-67.68,2508.62,TRANSPORT,CARTE,petite,debit,2023,10,3,Tuesday,2,FALSE,1
2023-10-05,CARTE XX XX XX XX XX XX,-10.64,2440.94,AUTRE,CARTE,petite,debit,2023,10,5,Thursday,4,FALSE,1
2023-10-05,CARTE XX XX XX XX,-4.8,2430.3,AUTRE,CARTE,petite,debit,2023,10,5,Thursday,4,FALSE,1
2023-10-06,FORFAIT COMPTE SUPERBANK XX XX XX XX,-1.92,2425.5,COTISATION BANCAIRE,AUTRE,petite,debit,2023,10,6,Friday,5,FALSE,1
2023-10-06,CARTE XX XX CHEZ LUC XX,-10,2423.58,RESTAURANT,CARTE,petite,debit,2023,10,6,Friday,5,FALSE,1
2023-10-06,PRELEVEMENT XX TELEPHONE XX XX,-13.58,2413.58,FACTURE TELEPHONE,AUTRE,petite,debit,2023,10,6,Friday,5,FALSE,1
